"name","id","start","end","chromosome"
"MED12","MED12",0,0,0
"ZNF791","ZNF791",0,0,0
"ZNF776","ZNF776",0,0,0
"ZWINT","ZWINT",0,0,0
"CEP85","CEP85",0,0,0
"YWHAE","YWHAE",0,0,0
"MAGI1","MAGI1",0,0,0
"LTF","LTF",0,0,0
"NUDT16","NUDT16",0,0,0
"DOCK8","DOCK8",0,0,0
"TBX3","TBX3",0,0,0
"TPD52L3","TPD52L3",0,0,0
"DTX4","DTX4",0,0,0
"PROSER3","PROSER3",0,0,0
"APBA1","APBA1",0,0,0
"SNU13","SNU13",0,0,0
"IFT140","IFT140",0,0,0
"CARNMT1","CARNMT1",0,0,0
"DPM3","DPM3",0,0,0
"PEA15","PEA15",0,0,0
"RASGRF2","RASGRF2",0,0,0
"CEP78","CEP78",0,0,0
"DBR1","DBR1",0,0,0
"MCU","MCU",0,0,0
"ABHD14A","ABHD14A",0,0,0
"SMAD6","SMAD6",0,0,0
"OR2C1","OR2C1",0,0,0
"ATP6V1D","ATP6V1D",0,0,0
"SEMA3D","SEMA3D",0,0,0
"MLLT10P1","MLLT10P1",0,0,0
"CDHR3","CDHR3",0,0,0
"ADNP","ADNP",0,0,0
"FARS2","FARS2",0,0,0
"TTF1","TTF1",0,0,0
"CTSO","CTSO",0,0,0
"FAM161A","FAM161A",0,0,0
"ARG2","ARG2",0,0,0
"MXRA8","MXRA8",0,0,0
"NRBP1","NRBP1",0,0,0
"MFI2-AS1","MFI2-AS1",0,0,0
"AP4S1","AP4S1",0,0,0
"CHPT1","CHPT1",0,0,0
"MBD1","MBD1",0,0,0
"UBL3","UBL3",0,0,0
"SCARF1","SCARF1",0,0,0
"CD3E","CD3E",0,0,0
"CCL24","CCL24",0,0,0
"LYZL6","LYZL6",0,0,0
"INSL3","INSL3",0,0,0
"TRIM44","TRIM44",0,0,0
"HAX1","HAX1",0,0,0
"CLPP","CLPP",0,0,0
"CMTM7","CMTM7",0,0,0
"XPOT","XPOT",0,0,0
"SSPN","SSPN",0,0,0
"FOXO6","FOXO6",0,0,0
"HSD3B1","HSD3B1",0,0,0
"RAB27A","RAB27A",0,0,0
"MFN2","MFN2",0,0,0
"LINC00313","LINC00313",0,0,0
"GNG11","GNG11",0,0,0
"EDNRB","EDNRB",0,0,0
"SPATA3","SPATA3",0,0,0
"AKNA","AKNA",0,0,0
"CUEDC1","CUEDC1",0,0,0
"GRB14","GRB14",0,0,0
"PPM1D","PPM1D",0,0,0
"SLC25A2","SLC25A2",0,0,0
"HOXD10","HOXD10",0,0,0
"STEAP4","STEAP4",0,0,0
"NRF1","NRF1",0,0,0
"BTBD9","BTBD9",0,0,0
"SERPINF1","SERPINF1",0,0,0
"GFRA2","GFRA2",0,0,0
"CPEB3","CPEB3",0,0,0
"CDX4","CDX4",0,0,0
"XRCC6BP1","XRCC6BP1",0,0,0
"ABCC6","ABCC6",0,0,0
"FBXW11","FBXW11",0,0,0
"FMNL2","FMNL2",0,0,0
"LDHD","LDHD",0,0,0
"ACTN2","ACTN2",0,0,0
"FOXG1","FOXG1",0,0,0
"LINC00319","LINC00319",0,0,0
"USP32","USP32",0,0,0
"VARS","VARS",0,0,0
"ATP6V0A2","ATP6V0A2",0,0,0
"LILRP2","LILRP2",0,0,0
"CEP290","CEP290",0,0,0
"DNAI1","DNAI1",0,0,0
"MMRN1","MMRN1",0,0,0
"FFAR2","FFAR2",0,0,0
"POLL","POLL",0,0,0
"TRAPPC1","TRAPPC1",0,0,0
"SLC28A3","SLC28A3",0,0,0
"TMEM223","TMEM223",0,0,0
"SOX15","SOX15",0,0,0
"RGS12","RGS12",0,0,0
"GULP1","GULP1",0,0,0
"AHCY","AHCY",0,0,0
"RASAL3","RASAL3",0,0,0
"UBE3D","UBE3D",0,0,0
"FAM73B","FAM73B",0,0,0
"IGFL2","IGFL2",0,0,0
"CLTB","CLTB",0,0,0
"PAFAH2","PAFAH2",0,0,0
"LSS","LSS",0,0,0
"CEACAM8","CEACAM8",0,0,0
"WDR38","WDR38",0,0,0
"ABCC10","ABCC10",0,0,0
"ZNF419","ZNF419",0,0,0
"FLJ12825","FLJ12825",0,0,0
"NELL2","NELL2",0,0,0
"IK","IK",0,0,0
"HBD","HBD",0,0,0
"NRSN2","NRSN2",0,0,0
"OSTM1","OSTM1",0,0,0
"OAZ1","OAZ1",0,0,0
"SLC9A6","SLC9A6",0,0,0
"NXF3","NXF3",0,0,0
"MIR10A","MIR10A",0,0,0
"TGM3","TGM3",0,0,0
"KCNQ2","KCNQ2",0,0,0
"OSR1","OSR1",0,0,0
"ABCB1","ABCB1",0,0,0
"ERG","ERG",0,0,0
"C6orf25","C6orf25",0,0,0
"FAM127A","FAM127A",0,0,0
"BIVM","BIVM",0,0,0
"ATR","ATR",0,0,0
"SIPA1L1","SIPA1L1",0,0,0
"FAM205C","FAM205C",0,0,0
"IL2RB","IL2RB",0,0,0
"SLC6A1","SLC6A1",0,0,0
"LINC01278","LINC01278",0,0,0
"LINC01341","LINC01341",0,0,0
"CSPP1","CSPP1",0,0,0
"SCAND1","SCAND1",0,0,0
"PPP1R3D","PPP1R3D",0,0,0
"RCL1","RCL1",0,0,0
"EPHX3","EPHX3",0,0,0
"GSK3B","GSK3B",0,0,0
"ZBTB20","ZBTB20",0,0,0
"HMOX2","HMOX2",0,0,0
"DLD","DLD",0,0,0
"MFF","MFF",0,0,0
"UCHL3","UCHL3",0,0,0
"PLIN1","PLIN1",0,0,0
"TRIM24","TRIM24",0,0,0
"EPHB4","EPHB4",0,0,0
"IL34","IL34",0,0,0
"ITGAE","ITGAE",0,0,0
"SPEF1","SPEF1",0,0,0
"HIC1","HIC1",0,0,0
"FCRLB","FCRLB",0,0,0
"PPP1R12B","PPP1R12B",0,0,0
"DUSP18","DUSP18",0,0,0
"RAB37","RAB37",0,0,0
"OSBPL2","OSBPL2",0,0,0
"PIK3AP1","PIK3AP1",0,0,0
"CENPE","CENPE",0,0,0
"GID4","GID4",0,0,0
"MAP4K5","MAP4K5",0,0,0
"DGKD","DGKD",0,0,0
"VIPAS39","VIPAS39",0,0,0
"TRDV3","TRDV3",0,0,0
"LRRC47","LRRC47",0,0,0
"CAPN10","CAPN10",0,0,0
"STEAP1","STEAP1",0,0,0
"RBM18","RBM18",0,0,0
"TSC22D3","TSC22D3",0,0,0
"UBXN4","UBXN4",0,0,0
"C1orf74","C1orf74",0,0,0
"MYCL","MYCL",0,0,0
"ALKBH7","ALKBH7",0,0,0
"MMP12","MMP12",0,0,0
"NDUFB2","NDUFB2",0,0,0
"RSAD2","RSAD2",0,0,0
"FBXL19","FBXL19",0,0,0
"SNIP1","SNIP1",0,0,0
"ASCL1","ASCL1",0,0,0
"MRLN","MRLN",0,0,0
"FAM46C","FAM46C",0,0,0
"PDZRN3-AS1","PDZRN3-AS1",0,0,0
"KIAA1109","KIAA1109",0,0,0
"ATP5G1","ATP5G1",0,0,0
"NUDT13","NUDT13",0,0,0
"PRICKLE2","PRICKLE2",0,0,0
"BTAF1","BTAF1",0,0,0
"ICOS","ICOS",0,0,0
"LUZP2","LUZP2",0,0,0
"PLXNA4","PLXNA4",0,0,0
"GMDS-AS1","GMDS-AS1",0,0,0
"NACC1","NACC1",0,0,0
"C9orf40","C9orf40",0,0,0
"GLYCTK-AS1","GLYCTK-AS1",0,0,0
"LINC01364","LINC01364",0,0,0
"RAX","RAX",0,0,0
"ANKRD54","ANKRD54",0,0,0
"AP3D1","AP3D1",0,0,0
"CTH","CTH",0,0,0
"SQSTM1","SQSTM1",0,0,0
"ANXA7","ANXA7",0,0,0
"GJB4","GJB4",0,0,0
"NFU1","NFU1",0,0,0
"SMS","SMS",0,0,0
"AMOT","AMOT",0,0,0
"CCBL1","CCBL1",0,0,0
"MAGI2-AS2","MAGI2-AS2",0,0,0
"SLC15A1","SLC15A1",0,0,0
"PROSER2","PROSER2",0,0,0
"VPS9D1","VPS9D1",0,0,0
"MTOR","MTOR",0,0,0
"GUSBP4","GUSBP4",0,0,0
"SELP","SELP",0,0,0
"CAMKK1","CAMKK1",0,0,0
"GUSBP5","GUSBP5",0,0,0
"MKRN7P","MKRN7P",0,0,0
"WRAP53","WRAP53",0,0,0
"SPON1","SPON1",0,0,0
"RAB11A","RAB11A",0,0,0
"SEPHS1","SEPHS1",0,0,0
"KDELR1","KDELR1",0,0,0
"LPPR4","LPPR4",0,0,0
"RELT","RELT",0,0,0
"PRPH2","PRPH2",0,0,0
"LGI3","LGI3",0,0,0
"ZFP41","ZFP41",0,0,0
"TRPM4","TRPM4",0,0,0
"INPP5A","INPP5A",0,0,0
"ELMOD2","ELMOD2",0,0,0
"MUC12","MUC12",0,0,0
"MAP4K3","MAP4K3",0,0,0
"TP53BP2","TP53BP2",0,0,0
"GP2","GP2",0,0,0
"FBXO38","FBXO38",0,0,0
"C15orf65","C15orf65",0,0,0
"TRIM37","TRIM37",0,0,0
"ACOT6","ACOT6",0,0,0
"IRS4","IRS4",0,0,0
"VASP","VASP",0,0,0
"PDE12","PDE12",0,0,0
"RNMTL1","RNMTL1",0,0,0
"CUTA","CUTA",0,0,0
"CERS6","CERS6",0,0,0
"CREBRF","CREBRF",0,0,0
"WDR92","WDR92",0,0,0
"MEST","MEST",0,0,0
"DTX2P1-UPK3BP1-PMS2P11","DTX2P1-UPK3BP1-PMS2P11",0,0,0
"FOXE3","FOXE3",0,0,0
"NEMP1","NEMP1",0,0,0
"THAP1","THAP1",0,0,0
"C8orf88","C8orf88",0,0,0
"CNOT10","CNOT10",0,0,0
"GLDN","GLDN",0,0,0
"ATP8A1","ATP8A1",0,0,0
"C18orf54","C18orf54",0,0,0
"FSTL5","FSTL5",0,0,0
"IL2RA","IL2RA",0,0,0
"ZC2HC1C","ZC2HC1C",0,0,0
"STS","STS",0,0,0
"SLC16A11","SLC16A11",0,0,0
"AXIN1","AXIN1",0,0,0
"LOC101929305","LOC101929305",0,0,0
"CST2","CST2",0,0,0
"PPM1L","PPM1L",0,0,0
"DLX2","DLX2",0,0,0
"CEP128","CEP128",0,0,0
"SH3TC2","SH3TC2",0,0,0
"MOG","MOG",0,0,0
"LTK","LTK",0,0,0
"THBS4","THBS4",0,0,0
"CTTNBP2NL","CTTNBP2NL",0,0,0
"B4GALT6","B4GALT6",0,0,0
"TESK1","TESK1",0,0,0
"TMEM147-AS1","TMEM147-AS1",0,0,0
"AMN","AMN",0,0,0
"C1QTNF3","C1QTNF3",0,0,0
"SP6","SP6",0,0,0
"DMRTB1","DMRTB1",0,0,0
"LCN10","LCN10",0,0,0
"SMPD2","SMPD2",0,0,0
"ZBTB17","ZBTB17",0,0,0
"CERK","CERK",0,0,0
"ZBTB5","ZBTB5",0,0,0
"GREB1","GREB1",0,0,0
"DYNC2LI1","DYNC2LI1",0,0,0
"GALNT3","GALNT3",0,0,0
"CST6","CST6",0,0,0
"MT1H","MT1H",0,0,0
"OXCT2","OXCT2",0,0,0
"RFPL3S","RFPL3S",0,0,0
"SLC24A3","SLC24A3",0,0,0
"WNT16","WNT16",0,0,0
"RPL36","RPL36",0,0,0
"MICALL1","MICALL1",0,0,0
"ACTA2","ACTA2",0,0,0
"ACVRL1","ACVRL1",0,0,0
"ZNF300P1","ZNF300P1",0,0,0
"LOC285147","LOC285147",0,0,0
"PFKFB4","PFKFB4",0,0,0
"GTF3C4","GTF3C4",0,0,0
"SMIM12","SMIM12",0,0,0
"SOWAHC","SOWAHC",0,0,0
"CYP3A43","CYP3A43",0,0,0
"C21orf58","C21orf58",0,0,0
"OR7A5","OR7A5",0,0,0
"TMEM221","TMEM221",0,0,0
"FAM122B","FAM122B",0,0,0
"LONP1","LONP1",0,0,0
"FAM83G","FAM83G",0,0,0
"MRPS18B","MRPS18B",0,0,0
"EDC4","EDC4",0,0,0
"CYB561","CYB561",0,0,0
"SEMA6D","SEMA6D",0,0,0
"MFGE8","MFGE8",0,0,0
"BCAT2","BCAT2",0,0,0
"MSH2","MSH2",0,0,0
"OR51E2","OR51E2",0,0,0
"GOLGA2P7","GOLGA2P7",0,0,0
"TRIT1","TRIT1",0,0,0
"FLJ37035","FLJ37035",0,0,0
"BEST3","BEST3",0,0,0
"BEX5","BEX5",0,0,0
"NDC1","NDC1",0,0,0
"AKR1D1","AKR1D1",0,0,0
"NFYB","NFYB",0,0,0
"SLC6A20","SLC6A20",0,0,0
"LOC100131564","LOC100131564",0,0,0
"ZNF415","ZNF415",0,0,0
"CCDC57","CCDC57",0,0,0
"TRAF6","TRAF6",0,0,0
"TNFSF10","TNFSF10",0,0,0
"PARD6A","PARD6A",0,0,0
"LY6G6E","LY6G6E",0,0,0
"KIAA0825","KIAA0825",0,0,0
"THAP8","THAP8",0,0,0
"ZNF621","ZNF621",0,0,0
"EIF3A","EIF3A",0,0,0
"C14orf166","C14orf166",0,0,0
"ZNF717","ZNF717",0,0,0
"KIAA1551","KIAA1551",0,0,0
"RALGAPA2","RALGAPA2",0,0,0
"PEX11A","PEX11A",0,0,0
"ADCY10P1","ADCY10P1",0,0,0
"RPP21","RPP21",0,0,0
"RPL11","RPL11",0,0,0
"NOTCH3","NOTCH3",0,0,0
"ZNF79","ZNF79",0,0,0
"RPA3","RPA3",0,0,0
"THBD","THBD",0,0,0
"KIAA0226","KIAA0226",0,0,0
"DISP2","DISP2",0,0,0
"ARAF","ARAF",0,0,0
"ALDH3B2","ALDH3B2",0,0,0
"SH3BGR","SH3BGR",0,0,0
"PCDHB6","PCDHB6",0,0,0
"FADS3","FADS3",0,0,0
"PUS1","PUS1",0,0,0
"UBQLN2","UBQLN2",0,0,0
"FABP2","FABP2",0,0,0
"C7orf60","C7orf60",0,0,0
"FTH1P5","FTH1P5",0,0,0
"PGF","PGF",0,0,0
"CDH6","CDH6",0,0,0
"CDC42BPB","CDC42BPB",0,0,0
"SFTPC","SFTPC",0,0,0
"KIR2DS3","KIR2DS3",0,0,0
"LOC100507507","LOC100507507",0,0,0
"MTBP","MTBP",0,0,0
"C5orf45","C5orf45",0,0,0
"SLC25A23","SLC25A23",0,0,0
"RNF141","RNF141",0,0,0
"FAM110D","FAM110D",0,0,0
"FZD10","FZD10",0,0,0
"MAP1LC3B","MAP1LC3B",0,0,0
"NR1D1","NR1D1",0,0,0
"EXD3","EXD3",0,0,0
"SLC9A1","SLC9A1",0,0,0
"GHSR","GHSR",0,0,0
"C4orf22","C4orf22",0,0,0
"LOC286071","LOC286071",0,0,0
"COL8A1","COL8A1",0,0,0
"C10orf71","C10orf71",0,0,0
"AMPD1","AMPD1",0,0,0
"ZNF518B","ZNF518B",0,0,0
"ALDH7A1","ALDH7A1",0,0,0
"PTGES3","PTGES3",0,0,0
"LINC00302","LINC00302",0,0,0
"ADIRF","ADIRF",0,0,0
"SOX7","SOX7",0,0,0
"CHRNB2","CHRNB2",0,0,0
"TTYH3","TTYH3",0,0,0
"HEBP1","HEBP1",0,0,0
"PEX5L","PEX5L",0,0,0
"CNPY4","CNPY4",0,0,0
"BET1L","BET1L",0,0,0
"HACD2","HACD2",0,0,0
"DNM1L","DNM1L",0,0,0
"RAB11FIP5","RAB11FIP5",0,0,0
"XRCC5","XRCC5",0,0,0
"PSMA4","PSMA4",0,0,0
"SLC5A10","SLC5A10",0,0,0
"RAP2A","RAP2A",0,0,0
"USF2","USF2",0,0,0
"SPRY3","SPRY3",0,0,0
"SLC25A14","SLC25A14",0,0,0
"KRBOX4","KRBOX4",0,0,0
"LOC101927051","LOC101927051",0,0,0
"MSI1","MSI1",0,0,0
"SCAF8","SCAF8",0,0,0
"PTHLH","PTHLH",0,0,0
"ZAP70","ZAP70",0,0,0
"MVP","MVP",0,0,0
"SCO1","SCO1",0,0,0
"COPA","COPA",0,0,0
"POU2F3","POU2F3",0,0,0
"TMEM19","TMEM19",0,0,0
"SBF2-AS1","SBF2-AS1",0,0,0
"ZNF703","ZNF703",0,0,0
"CHL1-AS2","CHL1-AS2",0,0,0
"L3MBTL4-AS1","L3MBTL4-AS1",0,0,0
"TMEM171","TMEM171",0,0,0
"LINC01010","LINC01010",0,0,0
"MYC","MYC",0,0,0
"TSSC1","TSSC1",0,0,0
"POLR1B","POLR1B",0,0,0
"EFS","EFS",0,0,0
"PARG","PARG",0,0,0
"SRY","SRY",0,0,0
"LOC101060405","LOC101060405",0,0,0
"ZDHHC11","ZDHHC11",0,0,0
"TROVE2","TROVE2",0,0,0
"SCAND2P","SCAND2P",0,0,0
"LOC100129550","LOC100129550",0,0,0
"ARV1","ARV1",0,0,0
"HSPB11","HSPB11",0,0,0
"LOC148413","LOC148413",0,0,0
"FAM50A","FAM50A",0,0,0
"CEP70","CEP70",0,0,0
"SETMAR","SETMAR",0,0,0
"RP9P","RP9P",0,0,0
"BTNL9","BTNL9",0,0,0
"CXorf36","CXorf36",0,0,0
"SSR1","SSR1",0,0,0
"PPP2R5A","PPP2R5A",0,0,0
"PARM1","PARM1",0,0,0
"PSMA1","PSMA1",0,0,0
"THEM4","THEM4",0,0,0
"DBN1","DBN1",0,0,0
"SHOC2","SHOC2",0,0,0
"OIT3","OIT3",0,0,0
"MICU3","MICU3",0,0,0
"KCTD12","KCTD12",0,0,0
"CFAP44","CFAP44",0,0,0
"ZNF600","ZNF600",0,0,0
"FAM230B","FAM230B",0,0,0
"NRG3","NRG3",0,0,0
"ECI1","ECI1",0,0,0
"LOC101928327","LOC101928327",0,0,0
"LOC100996404","LOC100996404",0,0,0
"PHKA2","PHKA2",0,0,0
"FAM193A","FAM193A",0,0,0
"SLC22A18","SLC22A18",0,0,0
"CCDC87","CCDC87",0,0,0
"SNX4","SNX4",0,0,0
"BSPRY","BSPRY",0,0,0
"VPS18","VPS18",0,0,0
"TNFAIP3","TNFAIP3",0,0,0
"LINC01563","LINC01563",0,0,0
"ZNF566","ZNF566",0,0,0
"NDUFV2-AS1","NDUFV2-AS1",0,0,0
"CCNH","CCNH",0,0,0
"RLBP1","RLBP1",0,0,0
"FAM46B","FAM46B",0,0,0
"OR51I2","OR51I2",0,0,0
"LSAMP-AS1","LSAMP-AS1",0,0,0
"LOC103344931","LOC103344931",0,0,0
"KMT2E-AS1","KMT2E-AS1",0,0,0
"BRD2","BRD2",0,0,0
"KLK7","KLK7",0,0,0
"PIGM","PIGM",0,0,0
"STIM1","STIM1",0,0,0
"TRIB1","TRIB1",0,0,0
"CPN2","CPN2",0,0,0
"LOC100507537","LOC100507537",0,0,0
"KIAA1324","KIAA1324",0,0,0
"KIAA1211","KIAA1211",0,0,0
"FBXO5","FBXO5",0,0,0
"UMOD","UMOD",0,0,0
"GSN","GSN",0,0,0
"MRPS9","MRPS9",0,0,0
"CROT","CROT",0,0,0
"RSBN1L","RSBN1L",0,0,0
"CRYGS","CRYGS",0,0,0
"DENND3","DENND3",0,0,0
"AVPR1B","AVPR1B",0,0,0
"PTK7","PTK7",0,0,0
"SFXN3","SFXN3",0,0,0
"CST8","CST8",0,0,0
"DYRK1A","DYRK1A",0,0,0
"RPS7","RPS7",0,0,0
"TAF1A","TAF1A",0,0,0
"LOC202025","LOC202025",0,0,0
"LTN1","LTN1",0,0,0
"DDX19A","DDX19A",0,0,0
"FGB","FGB",0,0,0
"PSMB10","PSMB10",0,0,0
"MED19","MED19",0,0,0
"LHX1","LHX1",0,0,0
"CTNNAL1","CTNNAL1",0,0,0
"PWP1","PWP1",0,0,0
"MYOF","MYOF",0,0,0
"TBXA2R","TBXA2R",0,0,0
"MUC3","MUC3",0,0,0
"LRPPRC","LRPPRC",0,0,0
"ZSCAN12","ZSCAN12",0,0,0
"LINC01532","LINC01532",0,0,0
"MAPK3","MAPK3",0,0,0
"TNNT3","TNNT3",0,0,0
"ATP13A2","ATP13A2",0,0,0
"PIWIL1","PIWIL1",0,0,0
"MBD3","MBD3",0,0,0
"ATP6V1G1","ATP6V1G1",0,0,0
"SLC35E1","SLC35E1",0,0,0
"PKM","PKM",0,0,0
"LOC105373460","LOC105373460",0,0,0
"LOC646214","LOC646214",0,0,0
"GPANK1","GPANK1",0,0,0
"FNTA","FNTA",0,0,0
"SETD2","SETD2",0,0,0
"PCNXL2","PCNXL2",0,0,0
"SGCD","SGCD",0,0,0
"DOCK4","DOCK4",0,0,0
"VAMP3","VAMP3",0,0,0
"SLC27A1","SLC27A1",0,0,0
"NUDCD1","NUDCD1",0,0,0
"NPR2","NPR2",0,0,0
"SIGIRR","SIGIRR",0,0,0
"PRRX2-AS1","PRRX2-AS1",0,0,0
"SIRT7","SIRT7",0,0,0
"S100A14","S100A14",0,0,0
"MNAT1","MNAT1",0,0,0
"FAHD2A","FAHD2A",0,0,0
"MAGT1","MAGT1",0,0,0
"WDYHV1","WDYHV1",0,0,0
"TM9SF2","TM9SF2",0,0,0
"REV1","REV1",0,0,0
"RTN4IP1","RTN4IP1",0,0,0
"BTBD17","BTBD17",0,0,0
"PHIP","PHIP",0,0,0
"IL18BP","IL18BP",0,0,0
"RNF181","RNF181",0,0,0
"HECW1","HECW1",0,0,0
"RABGAP1L","RABGAP1L",0,0,0
"KCNV2","KCNV2",0,0,0
"ZFAND4","ZFAND4",0,0,0
"SRGN","SRGN",0,0,0
"NUDT4","NUDT4",0,0,0
"PROKR2","PROKR2",0,0,0
"FAM234A","FAM234A",0,0,0
"SLC52A1","SLC52A1",0,0,0
"MYO10","MYO10",0,0,0
"GFRA1","GFRA1",0,0,0
"SEPT1","SEPT1",0,0,0
"LILRA2","LILRA2",0,0,0
"ZNF766","ZNF766",0,0,0
"ADAM5","ADAM5",0,0,0
"CCR4","CCR4",0,0,0
"FLYWCH2","FLYWCH2",0,0,0
"DOK6","DOK6",0,0,0
"GPAT4","GPAT4",0,0,0
"LOC728613","LOC728613",0,0,0
"YAP1","YAP1",0,0,0
"ZNF334","ZNF334",0,0,0
"ZNF782","ZNF782",0,0,0
"ZCCHC14","ZCCHC14",0,0,0
"SMYD3","SMYD3",0,0,0
"SLC39A9","SLC39A9",0,0,0
"ABHD17C","ABHD17C",0,0,0
"NAB2","NAB2",0,0,0
"LSM11","LSM11",0,0,0
"CCDC124","CCDC124",0,0,0
"C1orf61","C1orf61",0,0,0
"PAK6","PAK6",0,0,0
"FAM163A","FAM163A",0,0,0
"ZNF143","ZNF143",0,0,0
"NEO1","NEO1",0,0,0
"ZBTB8A","ZBTB8A",0,0,0
"PAFAH1B2","PAFAH1B2",0,0,0
"LOC101059948","LOC101059948",0,0,0
"C16orf72","C16orf72",0,0,0
"DCDC2B","DCDC2B",0,0,0
"COL1A2","COL1A2",0,0,0
"INTS7","INTS7",0,0,0
"CTBS","CTBS",0,0,0
"HPCAL4","HPCAL4",0,0,0
"SRPX2","SRPX2",0,0,0
"AOC3","AOC3",0,0,0
"FBXL2","FBXL2",0,0,0
"TRMT12","TRMT12",0,0,0
"OPCML","OPCML",0,0,0
"CYR61","CYR61",0,0,0
"ATG4B","ATG4B",0,0,0
"NRG2","NRG2",0,0,0
"CLPX","CLPX",0,0,0
"OTX2","OTX2",0,0,0
"LINC01272","LINC01272",0,0,0
"ARPC1A","ARPC1A",0,0,0
"SOS2","SOS2",0,0,0
"TMEM134","TMEM134",0,0,0
"RBM23","RBM23",0,0,0
"NANOG","NANOG",0,0,0
"NPY6R","NPY6R",0,0,0
"CNIH4","CNIH4",0,0,0
"ACTL10","ACTL10",0,0,0
"AHNAK2","AHNAK2",0,0,0
"ALOX15B","ALOX15B",0,0,0
"PLA2G3","PLA2G3",0,0,0
"THPO","THPO",0,0,0
"ZCCHC9","ZCCHC9",0,0,0
"VBP1","VBP1",0,0,0
"PCED1B","PCED1B",0,0,0
"SH2B3","SH2B3",0,0,0
"FEZF2","FEZF2",0,0,0
"ZBED4","ZBED4",0,0,0
"PPHLN1","PPHLN1",0,0,0
"NCAPH2","NCAPH2",0,0,0
"IER2","IER2",0,0,0
"CD81","CD81",0,0,0
"SLC17A4","SLC17A4",0,0,0
"FER1L5","FER1L5",0,0,0
"LAMTOR4","LAMTOR4",0,0,0
"SLC35A2","SLC35A2",0,0,0
"SLC30A10","SLC30A10",0,0,0
"ARHGAP24","ARHGAP24",0,0,0
"RHOQ","RHOQ",0,0,0
"ANKS1B","ANKS1B",0,0,0
"FLJ41455","FLJ41455",0,0,0
"ATP11C","ATP11C",0,0,0
"KLF7","KLF7",0,0,0
"ATP6V1E1","ATP6V1E1",0,0,0
"TCONS_00029157","TCONS_00029157",0,0,0
"PTPRR","PTPRR",0,0,0
"RASSF7","RASSF7",0,0,0
"IPO7","IPO7",0,0,0
"LINC00511","LINC00511",0,0,0
"SPINK5","SPINK5",0,0,0
"RAB5A","RAB5A",0,0,0
"PEAR1","PEAR1",0,0,0
"SYNPR-AS1","SYNPR-AS1",0,0,0
"ZADH2","ZADH2",0,0,0
"RAB5B","RAB5B",0,0,0
"CPLX2","CPLX2",0,0,0
"DENND2D","DENND2D",0,0,0
"MAP2K7","MAP2K7",0,0,0
"SLC17A3","SLC17A3",0,0,0
"STAC","STAC",0,0,0
"GPATCH4","GPATCH4",0,0,0
"NCAPG2","NCAPG2",0,0,0
"GRIN2B","GRIN2B",0,0,0
"PIGH","PIGH",0,0,0
"NELFCD","NELFCD",0,0,0
"SLC25A3","SLC25A3",0,0,0
"NDUFB11","NDUFB11",0,0,0
"BEX4","BEX4",0,0,0
"PAX3","PAX3",0,0,0
"ADGRV1","ADGRV1",0,0,0
"CYP2C18","CYP2C18",0,0,0
"ELP4","ELP4",0,0,0
"CDCA4","CDCA4",0,0,0
"CYP3A5","CYP3A5",0,0,0
"LYRM2","LYRM2",0,0,0
"C1orf105","C1orf105",0,0,0
"LAIR2","LAIR2",0,0,0
"MRPS21","MRPS21",0,0,0
"LIPI","LIPI",0,0,0
"SLC35G1","SLC35G1",0,0,0
"NSUN7","NSUN7",0,0,0
"BHMT","BHMT",0,0,0
"SLC25A31","SLC25A31",0,0,0
"PIDD1","PIDD1",0,0,0
"LOC440117","LOC440117",0,0,0
"ESR1","ESR1",0,0,0
"SDE2","SDE2",0,0,0
"ANAPC5","ANAPC5",0,0,0
"SEMA6B","SEMA6B",0,0,0
"RQCD1","RQCD1",0,0,0
"PIGP","PIGP",0,0,0
"FABP3","FABP3",0,0,0
"CACNB3","CACNB3",0,0,0
"RAB2A","RAB2A",0,0,0
"MAP1A","MAP1A",0,0,0
"IL17B","IL17B",0,0,0
"BNIP1","BNIP1",0,0,0
"DR1","DR1",0,0,0
"EOGT","EOGT",0,0,0
"RGL2","RGL2",0,0,0
"TYK2","TYK2",0,0,0
"KLRD1","KLRD1",0,0,0
"PLCD4","PLCD4",0,0,0
"ADAMTS20","ADAMTS20",0,0,0
"LILRB3","LILRB3",0,0,0
"MMD","MMD",0,0,0
"C1orf116","C1orf116",0,0,0
"C6","C6",0,0,0
"EPOR","EPOR",0,0,0
"CTBP2","CTBP2",0,0,0
"L3MBTL2","L3MBTL2",0,0,0
"TOX","TOX",0,0,0
"HHATL","HHATL",0,0,0
"DLG3-AS1","DLG3-AS1",0,0,0
